,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z
0,0.0,0.00210655,0.0,0.0,-0.0,0.0
1,0.018790400000000002,0.0712427,0.0679577,-0.0007088410000000001,0.000530111,0.0
2,0.028743900000000003,0.0693182,0.10310799999999999,-0.00113506,0.0007080119999999999,-7.849260000000001e-05
3,0.0262253,-0.0629511,0.0923143,-9.265060000000001e-06,0.000534437,-0.000137275
4,0.022147200000000002,0.0535023,0.109417,-0.00082315,0.000474871,-8.94469e-05
5,0.0189796,0.07109220000000001,0.107156,-0.00134666,0.000431799,-0.000113778
6,0.025236,-0.05263530000000001,0.0844705,0.000190658,0.000587747,-0.00020931200000000002
7,0.0189798,0.0425766,0.100962,-0.0005918540000000001,0.00033774699999999995,-0.000189695
8,0.0189805,0.0825053,0.09728930000000001,-0.00122522,0.00033774699999999995,-0.000202858
9,0.0292548,-0.0323849,0.0955094,8.924749999999996e-06,0.00067229,-0.00025965
10,0.026840499999999996,0.0448389,0.10077799999999999,-0.0007674219999999999,0.000673375,-0.00019533200000000002
11,0.018956900000000002,0.0988503,0.11162799999999999,-0.00134117,0.000488954,-0.000227338
12,0.0279574,0.0335151,0.10996900000000001,-0.00080289,0.00051139,-0.00020877099999999998
13,0.026786700000000004,0.0406596,0.111231,-0.00104202,0.000614288,-0.000280074
14,0.0189551,0.0787743,0.112284,-0.00148309,0.00043954800000000005,-0.000281545
15,0.027289299999999996,0.0346876,0.08800829999999997,-0.0008926929999999999,0.000748194,-0.000218948
16,0.0189498,-0.033866,0.08902180000000001,3.21085e-05,0.000522979,-0.000259493
17,0.0189572,0.0517745,0.112276,-0.00118758,0.000462085,-0.00022862099999999998
18,0.0189564,0.057644299999999996,0.101426,-0.00145788,0.000483719,-0.000243725
19,0.0283596,0.00385338,0.09072000000000001,-0.000783555,0.000619134,-0.000292406
20,0.024555200000000003,0.056192200000000005,0.120527,-0.00156274,0.000670118,-0.000144599
21,0.0189616,0.08030959999999998,0.112348,-0.00174394,0.0008611510000000001,9.59519e-05
22,0.027789499999999998,0.0260818,0.0980498,-0.000955428,0.000668251,-1.6453900000000002e-05
23,0.0257612,0.0643777,0.11713900000000001,-0.00132527,0.0006242719999999999,-0.00018064400000000001
24,0.0251035,0.0927474,0.12153900000000001,-0.00180695,0.000675622,-1.1483e-05
25,0.033952800000000005,0.014787799999999999,0.08807439999999997,-0.000982113,0.0006756210000000001,-1.1483e-05
26,0.027803300000000003,0.032751,0.0907373,-0.000888345,0.000607428,-0.000143322
27,0.0189648,0.08938519999999997,0.11584900000000001,-0.0016655699999999995,0.000613013,-1.1483e-05
28,0.0278051,0.048399,0.09080310000000001,-0.00136361,0.000675622,-1.1483e-05
29,0.030505599999999997,0.0253761,0.09077,-0.00111429,0.000675622,-1.1483e-05
30,0.018963400000000002,0.0919938,0.115254,-0.00182478,0.000619026,-1.1483e-05
31,0.0189724,0.06712280000000001,0.08815059999999998,-0.00168965,0.000511213,-1.1483e-05
32,0.0277033,0.018940900000000004,0.0817786,-0.00116102,0.000555009,-7.260779999999999e-05
33,0.018964500000000002,0.0807071,0.120751,-0.00170544,0.00060889,-1.1483e-05
34,0.0189618,0.07886569999999997,0.10325699999999999,-0.00166687,0.000514598,-7.252959999999997e-05
35,0.0274209,0.0270936,0.07478889999999999,-0.0008564259999999998,0.0005994630000000001,-1.1483e-05
36,0.0164738,0.07988669999999999,0.0968488,-0.0015485,0.000478122,-1.1483e-05
37,0.0189787,0.0834535,0.08261459999999997,-0.0016087,0.000479333,-1.1483e-05
38,0.030022800000000002,0.0223689,0.0559029,-0.000989185,0.000624236,-1.1483e-05
39,0.0189773,0.06867460000000002,0.08454980000000001,-0.0013404100000000006,0.000479288,-1.1483e-05
40,0.0189736,0.0940433,0.106448,-0.00178255,0.000565625,-1.1483e-05
41,0.0317866,0.0368048,0.0828605,-0.0008842789999999998,0.000611001,-1.1483e-05
42,0.0284471,0.0453269,0.0942465,-0.0008221599999999997,0.000565924,-1.1483e-05
43,0.018975400000000003,0.100604,0.112952,-0.00154647,0.000547298,-1.1483e-05
44,0.026497900000000005,0.023853,0.0759347,-0.000484257,0.000530841,-1.1483e-05
45,0.0292192,0.0406425,0.08612180000000001,-0.000734257,0.000560688,0.00017418200000000002
46,0.0189764,0.11190699999999999,0.121781,-0.00164948,0.000536457,-1.1483e-05
47,0.0189931,0.0662952,0.104137,-0.000952976,0.00047526400000000004,8.800110000000001e-05
48,0.018975799999999998,0.027214599999999995,0.10531099999999999,-0.000431061,0.00044048199999999996,-1.1483e-05
49,0.000450985,0.0900176,0.136132,-0.00120218,-4.87176e-06,-1.1483e-05
50,0.010880200000000001,0.0889901,0.12131700000000001,-0.00152925,0.000242954,-1.1483e-05
51,0.0208782,0.0324963,0.09196010000000002,-0.000694307,0.000255902,-8.28153e-05
52,0.016740400000000003,0.0468861,0.0919946,-0.0009054919999999999,0.000213278,-1.1483e-05
53,0.0108928,0.108242,0.104494,-0.00197024,0.000161218,-1.1483e-05
54,0.0171584,0.054947800000000005,0.0920416,-0.00132726,0.000167365,-1.1483e-05
55,0.0171303,0.038274699999999995,0.09418460000000001,-0.00120721,0.000267224,-7.32173e-05
56,0.010885500000000001,0.0828529,0.118056,-0.00146838,0.000246105,-1.1483e-05
57,0.0108917,0.104735,0.12611000000000006,-0.0019482,0.000372078,-1.1483e-05
58,0.0208729,0.035139699999999996,0.10107000000000001,-0.000854865,0.00034334599999999996,-1.1483e-05
59,0.016324499999999995,0.0605601,0.109251,-0.00119298,0.000300393,-6.958310000000001e-05
60,0.0186439,0.10549800000000001,0.117979,-0.00194578,0.000359335,0.000130635
61,0.028711700000000003,0.03677709999999999,0.0771913,-0.00105981,0.00041989400000000003,-1.1483e-05
62,0.0208556,0.047187599999999996,0.088353,-0.000783994,0.00035487800000000004,-9.58082e-05
63,0.0156767,0.113495,0.107751,-0.00171189,0.00035851199999999996,-6.507770000000001e-05
64,0.0208718,0.0631863,0.08392009999999997,-0.00117344,0.000352492,-1.1483e-05
65,0.020847400000000002,0.042782099999999997,0.0818958,-0.000851388,0.000364051,-0.00014015700000000002
66,0.0171435,0.103875,0.111981,-0.00175335,0.00035001199999999997,-0.000155956
67,0.017808400000000002,0.058756600000000006,0.09558970000000004,-0.00120711,0.000332647,-7.42119e-05
68,-0.024027200000000002,0.032318900000000005,0.0932537,-0.000677733,-0.00050354,-1.1483e-05
69,-0.013728899999999999,0.0973273,0.11463699999999999,-0.00196779,-0.00039509699999999996,-1.1483e-05
70,0.016622900000000003,0.0538035,0.09384580000000001,-0.00106784,6.54815e-05,-1.1483e-05
71,0.0290541,0.0358886,0.097561,-0.000745373,0.000607935,-8.448809999999999e-05
72,-0.00778484,0.101911,0.12171400000000002,-0.00178717,-0.000123433,-1.1483e-05
73,-0.013221,0.0552985,0.08761820000000001,-0.00101427,-0.000251054,0.000123542
74,-0.0237433,0.0485537,0.0814556,-0.000825757,-0.000409525,7.01622e-05
75,-0.010572100000000001,0.10878499999999999,0.103381,-0.0011989800000000005,-0.00016386900000000003,0.00011316700000000001
76,-0.014161199999999999,0.0600874,0.07251259999999997,-0.0008450499999999998,-0.00030712400000000004,0.000109772
77,-0.025233900000000004,0.031198400000000005,0.0619931,-0.000569245,-0.00043595300000000005,-1.1483e-05
78,-0.015624100000000002,0.06924370000000002,0.0930549,-0.0009790760000000002,-0.000303095,-1.1483e-05
79,-0.014500399999999998,0.0909438,0.09728339999999999,-0.00140102,-0.000384994,-1.1483e-05
80,-0.0206904,0.0376767,0.105268,-0.000809956,-0.00037988199999999995,-1.1483e-05
81,-0.025156,0.0663575,0.10942,-0.00129067,-0.000501616,7.201359999999999e-05
