-2.625409999999999897e-02 1.386809999999999987e-01 2.711489999999999734e-01 -7.446780000000000283e-04 -6.975360000000000111e-04 -2.503019999999999898e-04
-2.603899999999999965e-02 1.236930000000000113e-01 1.613160000000000149e-01 -5.309159999999999834e-04 -6.242169999999999360e-04 0.000000000000000000e+00
-4.627340000000000619e-02 5.963619999999999338e-02 9.424930000000000807e-02 -7.532669999999997389e-04 -7.415039999999999262e-04 0.000000000000000000e+00
-3.938830000000000109e-02 8.254110000000000613e-02 -6.589960000000000262e-02 -7.968069999999998539e-04 -9.692950000000000090e-04 1.058789999999999895e-22
-2.542209999999999609e-02 1.309750000000000081e-01 1.370250000000000079e-01 -5.080850000000000253e-04 -6.533369999999999282e-04 0.000000000000000000e+00
-7.918399999999999050e-03 2.410809999999999897e-01 2.891589999999999994e-01 -1.352050000000000040e-03 -3.724630000000000150e-04 0.000000000000000000e+00
-3.614749999999999908e-02 9.045310000000000850e-02 1.375460000000000016e-01 -6.512569999999999210e-04 -9.919149999999998975e-04 0.000000000000000000e+00
-3.984430000000000610e-02 7.255920000000000425e-02 7.373969999999999136e-02 -7.091260000000000271e-04 -9.258549999999999506e-04 0.000000000000000000e+00
-3.614449999999999608e-02 6.388939999999999897e-02 -8.798019999999998064e-02 -2.846069999999999807e-04 -5.041140000000000594e-04 5.365600000000000263e-05
-1.285590000000000517e-02 1.363300000000000067e-01 1.664440000000000086e-01 -3.676010000000000063e-04 -3.405959999999999760e-04 0.000000000000000000e+00
-1.279210000000000069e-02 1.651590000000000003e-01 1.867169999999999941e-01 -8.609369999999999870e-04 -3.275050000000000162e-04 5.228409999999999633e-05
-3.824570000000000053e-02 -6.887489999999998891e-02 6.333980000000000166e-02 2.719449999999999992e-04 -6.533369999999999282e-04 0.000000000000000000e+00
-3.765030000000000460e-02 -5.925529999999999686e-02 -8.252719999999998113e-02 4.096130000000000235e-04 -4.504849999999999805e-04 1.243670000000000105e-04
-3.147549999999999654e-02 9.130710000000000215e-02 9.750180000000004121e-02 -3.396969999999999699e-04 -5.587559999999999879e-04 6.762140000000000956e-05
-1.647200000000000053e-02 1.940260000000000040e-01 2.271389999999999798e-01 -1.258739999999999946e-03 -5.869589999999999617e-04 -2.867619999999999829e-05
-3.935490000000000516e-02 7.564030000000000753e-02 9.660050000000000581e-02 -8.551369999999997376e-04 -5.955609999999999854e-04 1.742290000000000017e-04
-4.678949999999999776e-02 5.973580000000000556e-02 -8.683399999999998065e-02 -6.206799999999999731e-04 -6.533369999999999282e-04 -1.399340000000000056e-04
-3.852040000000000325e-02 8.691630000000000189e-02 8.204369999999996943e-02 -3.122779999999999805e-04 -6.533369999999999282e-04 -2.005949999999999997e-04
-8.768470000000000431e-03 1.989809999999999912e-01 2.420820000000000194e-01 -9.270639999999999046e-04 -2.362870000000000096e-04 -3.714059999999999894e-06
2.418429999999999885e-02 1.127250000000000058e-01 1.341590000000000005e-01 -3.556340000000000174e-04 3.826340000000000231e-04 1.139870000000000049e-04
3.214200000000000390e-02 5.125180000000000013e-02 5.926250000000000268e-02 -1.577039999999999931e-04 1.111529999999999897e-03 4.741159999999999851e-05
2.695829999999999754e-02 6.007390000000000646e-02 -9.050450000000000161e-02 -3.335440000000000171e-04 3.587730000000000021e-04 1.265620000000000124e-04
-1.309420000000000028e-02 1.314619999999999955e-01 1.307190000000000019e-01 -1.485959999999999983e-04 -2.654849999999999832e-04 2.623059999999999921e-05
-1.350010000000000099e-02 2.037049999999999972e-01 2.088539999999999841e-01 -9.126019999999999879e-04 -4.262100000000000003e-04 3.420579999999999698e-05
-2.890659999999999757e-02 6.787410000000000665e-02 8.222569999999999879e-02 -2.748100000000000065e-04 -5.303789999999999850e-04 1.048910000000000093e-04
-2.708580000000000015e-02 5.651830000000000048e-02 -1.019369999999999998e-01 -3.044959999999999659e-04 -7.183589999999999030e-04 2.276930000000000035e-04
4.541900000000000104e-02 5.331669999999999465e-02 -1.291720000000000368e-01 -5.057530000000000619e-04 4.220709999999999913e-04 3.976189999999999889e-04
-1.674190000000000053e-02 1.473510000000000097e-01 1.272820000000000062e-01 -2.173459999999999889e-04 -4.438459999999999650e-04 2.276930000000000035e-04
-2.013159999999999603e-02 1.784400000000000153e-01 2.101469999999999727e-01 -7.104639999999999523e-04 -5.838549999999999860e-04 2.276930000000000035e-04
-3.018759999999999846e-02 8.497259999999998148e-02 1.127359999999999890e-01 -4.239919999999999887e-04 -4.740850000000000120e-04 2.276930000000000035e-04
-3.049100000000000421e-02 -5.016430000000000194e-02 -7.797840000000000327e-02 2.530270000000000154e-04 -4.740850000000000120e-04 2.276930000000000035e-04
-3.375269999999999659e-02 7.688509999999997013e-02 7.591929999999998124e-02 3.143909999999999652e-04 -6.145760000000000329e-04 2.276930000000000035e-04
-1.008799999999999975e-02 1.857170000000000210e-01 2.046550000000000036e-01 -7.865689999999999835e-04 -3.231779999999999744e-04 3.393409999999999753e-05
-1.681979999999999933e-02 1.060470000000000024e-01 1.311100000000000043e-01 -6.580099999999999968e-04 -4.740850000000000120e-04 1.099520000000000071e-04
3.984330000000000510e-02 -6.274910000000000210e-02 -6.109719999999999734e-02 2.948170000000000066e-04 6.499080000000000395e-04 1.364509999999999985e-04
4.293099999999999694e-02 -4.921709999999999974e-02 -8.333600000000000729e-02 2.265470000000000114e-04 8.211779999999999904e-04 2.276930000000000035e-04
1.274229999999999894e-03 1.617230000000000056e-01 1.890710000000000168e-01 -4.303660000000000059e-04 6.913319999999999058e-05 1.045229999999999884e-04
-1.174050000000000094e-02 1.808120000000000005e-01 1.824199999999999988e-01 -7.661760000000000315e-04 -1.894709999999999754e-04 1.063670000000000067e-04
-2.783990000000000076e-02 7.327869999999998829e-02 9.186560000000000559e-02 -8.091449999999999923e-05 -5.782950000000000460e-04 1.454229999999999932e-04
-3.126790000000000125e-02 6.553749999999999853e-02 -8.607869999999999411e-02 -1.572279999999999793e-04 -6.211629999999999886e-04 2.276930000000000035e-04
-2.259819999999999884e-02 1.110730000000000051e-01 7.868619999999997006e-02 6.041420000000000172e-05 -5.335790000000000628e-04 2.276930000000000035e-04
-1.060690000000000070e-02 2.093019999999999881e-01 2.138329999999999953e-01 -4.932200000000000516e-04 -4.329709999999999852e-04 3.112330000000000066e-05
3.370299999999999685e-02 9.620779999999999610e-02 9.775169999999999693e-02 -1.935740000000000138e-04 1.968229999999999958e-04 2.276930000000000035e-04
5.050939999999999597e-02 6.378559999999999786e-02 -1.107210000000000000e-01 -2.309440000000000169e-04 4.828409999999999668e-04 2.802859999999999792e-04
5.597359999999999836e-02 4.562149999999999539e-02 -1.534159999999999968e-01 -2.668740000000000066e-04 1.679909999999999845e-04 5.757100000000000021e-04
-2.082409999999999817e-02 1.456810000000000049e-01 1.370170000000000554e-01 -1.788000000000000160e-05 -5.736429999999999828e-04 2.276930000000000035e-04
-1.791130000000000153e-02 2.033729999999999982e-01 2.137040000000000051e-01 -7.633849999999999967e-04 -5.063150000000000202e-04 2.276930000000000035e-04
-2.801790000000000183e-02 7.509090000000000209e-02 9.207849999999999369e-02 -3.402269999999999665e-04 -8.495389999999997414e-04 2.276930000000000035e-04
5.561849999999999433e-02 -5.692210000000000325e-02 -1.430659999999999987e-01 1.824809999999999898e-04 2.980059999999999654e-04 5.548709999999999667e-04
6.044710000000000361e-02 -4.613869999999999777e-02 -2.001869999999999761e-01 -3.418469999999999951e-04 3.477419999999999513e-04 6.460949999999999593e-04
5.089100000000000568e-02 1.210819999999999952e-01 6.576619999999999688e-02 -5.463780000000000329e-04 2.076459999999999970e-04 6.174110000000000015e-04
-7.329450000000000374e-03 2.079020000000000035e-01 1.767740000000000145e-01 -1.241300000000000086e-03 -6.282349999999999914e-04 1.836949999999999954e-04
-1.809120000000000172e-02 8.600779999999998149e-02 8.580360000000000764e-02 -3.237599999999999766e-04 -8.189350000000000188e-04 5.431630000000000442e-04
5.238740000000000063e-02 -4.856769999999999837e-02 -1.307790000000000064e-01 2.269859999999999847e-04 2.971569999999999876e-04 5.431630000000000442e-04
3.345759999999999706e-02 -4.686799999999999994e-02 -1.544589999999999852e-01 4.769859999999999899e-04 2.971569999999999876e-04 1.779190000000000155e-04
-2.285430000000000100e-02 1.489739999999999953e-01 1.471309999999999840e-01 -4.991180000000000009e-04 -8.860720000000000098e-04 1.841670000000000004e-04
